0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.23270689562815172,0.23392986872114152,0.2339379747062995,0.2339379747062995,0.23393718589318468,0.23326055044346172,0.22801206177158706,0.22408781993564864,0.21802333401343632,0.2141032277659829,0.21617380375734307,0.21404999680488457,0.20770341585981322,0.20710691100877576,0.20216874106612504,0.19522665360787528,0.18652228892580824,0.1810621132596928,0.18130240827178512,0.18887876998963993,0.20006308628679736,0.21271296808157403,0.22046453061239335,0.21862133133064598,0.20828519237974508,0.19009676262685904,0.17124617925382268,0.1497863201363303,0.12743712509435423,0.10526737269972242,0.08104775028937683,0.059040212539629544,0.03807343741372737,0.01597766888912422,0.0,0.004985576921073265,0.02026146956608532,0.038210347698231284,0.05758114785744095,0.07697413079560855,0.09747276653980219,0.11671279971719506,0.13242997537959367,0.14635062367835383,0.1568610510893338,0.1658849628824417,0.1708584538992206,0.1782240548412064,0.18293366627199537,0.18392070068466482,0.18942520488603654,0.20825001079282268,0.23261499811675712,0.25920507899262946,0.2847446870919228,0.3145413007396367,0.34485479046832057,0.3698926866408232,0.3905414347240175,0.417679171117894,0.44841954935315487,0.47822828424508135,0.49726864574050933,0.5209627684106986,0.5515359990633502,0.5823011430732807,0.6130662920964471,0.6438022956154881,0.6715721160093955,0.6987731636259755,0.7294784873408859,0.7602436363640523,0.7910081102714557,0.8208683976930145,0.84647847180725,0.876656245656094,0.9074209806316578,0.9381768665369439,0.9668943490624216,0.9921045238407502,1.0,0.9788981272378252,0.9488752140087777,0.918110566309198,0.8873859162322655,0.8596747415975805,0.8324056883038029,0.8016983710647592,0.770933222041593,0.7401680730184266,0.709408264554158,0.6801474434782995,0.6542293983742165,0.6237558777739878,0.5929907287508214,0.562225579727655,0.5314604307044883,0.5006953969857468,0.4703175338037846,0.4465269236615279,0.4269651381586701,0.39757816240644006,0.36681473911016993,0.33604959008700375,0.30528444106383734,0.27451929204067094,0.24375419816309907,0.21322299838066505,0.1872039959823859,0.1587927927625199,0.15032629689139498,0.17558771402688111,0.201410379326864,0.22386323844500233,0.22798866432433695,0.23321201795797109,0.23392809950558346,0.2320573752729298,0.22742009002696761,0.2225563939499564,0.21141554379182548,0.20778713055074705,0.21272692509119806,0.21399057803490829,0.21399277216161972,0.21399277216161972,0.21399277216161972,0.21399268693661,0.21369181507061463,0.20880565948007668,0.20630875453815167,0.20114486258825193,0.19828137880544072,0.19416110043244483,0.1938239931443153,0.18913599952160598,0.1873089338225744,0.18202575475052485,0.17518099040446145,0.17835547854772793,0.18246880729382808,0.1920733378879873,0.20481619101388282,0.22192163567045808,0.23382998379072428,0.23904252148982574,0.23085786810594944,0.21777595675469597,0.19763426179661314,0.1784322793841091,0.15799751187904354,0.13622222149887198,0.11322045047670404,0.09163229314201682,0.06939252490376946,0.0488219708086155,0.03026173987507308,0.02624919253246316,0.04412215317036505,0.060747855093363445,0.07887096089611534,0.09786711376627466,0.11561619573288584,0.13769872516961978,0.1565561534347235,0.16921969092503142,0.181498336436396,0.19213068785058884,0.19929725348905136,0.2006922031223619,0.2006578334042397,0.1982463419660343,0.2046104160745843,0.22406598684617118,0.2474490091411501,0.27471490630235684,0.30092105770472743,0.3314818620416893,0.3604924528834341,0.3865889597534047,0.4171340500521461,0.44789915729834684,0.47865826737437556,0.5075100050658088,0.5337419722223709,0.5643113709246506,0.595076501565952,0.6257403605437193,0.6504235090112593,0.6699843018183347,0.6982051017533006,0.7289570441371038,0.7597221931602702,0.7903544701967109,0.8167899695323129,0.8453808728048127,0.876134388404709,0.9068995374278754,0.9376646864510418,0.9684050650084972,0.995290239429935,0.9988146700500249,0.9792976007839331,0.9493966037380444,0.918633735239877,0.8889585493918186,0.8633062029624086,0.8329847560779589,0.8022198142685417,0.7714546652453753,0.7406982279584486,0.7117795266540319,0.6856111661821203,0.6550424700009356,0.6242773209777694,0.593512171954603,0.5627470229314366,0.5319818739082702,0.5012256613665,0.4723321752953076,0.4461447198837456,0.4155696786638323,0.384804529640665,0.3540393806174995,0.32327423159433244,0.2925090825711667,0.26174393354799963,0.2310050429937882,0.20299768408914387,0.1813648436276809,0.15898630420331283,0.1501331854379182,0.17534593588202552,0.20371814168070146,0.2282764453289523,0.24525215043895754,0.2494472889877941,0.2537325076071042,0.2535520840716716,0.24608179958269494,0.24022688759888022,0.23137074039475158,0.2176297669797962,0.21743284810965258,0.22643092964844036,0.22812999784983123,0.2315060598818206,0.22612051263730737,0.22390483412143447,0.22557241377400294,0.2195881686752661,0.21503731513979485,0.21829148743283566,0.2105548499236809,0.20442503470518525
